times,subtide,subtide_parm,subtide_postmean,subtide25,subtide50,subtide75,D1_phase,D1_phase_parm,D1_phase_postmean,D2_phase,D2_phase_parm,D2_phase_postmean,D3_phase,D3_phase_parm,D3_phase_postmean,D4_phase,D4_phase_parm,D4_phase_postmean,D1_amp,D1_amp_parm,D1_amp_postmean,D1_amp_25,D1_amp_50,D1_amp_75,D2_amp,D2_amp_parm,D2_amp_postmean,D2_amp_25,D2_amp_50,D2_amp_75,D3_amp,D3_amp_parm,D3_amp_postmean,D3_amp_25,D3_amp_50,D3_amp_75,D4_amp,D4_amp_parm,D4_amp_postmean,D4_amp_25,D4_amp_50,D4_amp_75
-960.00,3.3756,3.2761,3.2684,3.1659,3.2612,3.3767,0.134505, 0.33340994, 4.1166e-01,0.201757,0.276383, 0.06490216,0.403514,0.171117, 0.23179982,0.403514,-0.2621419,-0.1484218,0.242340,0.185752,0.229254,0.141076,0.217519,0.300301,0.50486,0.55284,0.53277,0.46961,0.53540,0.59224,0.18933,0.22920,0.235276,0.174438,0.229254,0.298097,0.089818,0.114408,0.118871,0.088309,0.115028,0.147250
-959.75,3.3748,3.2780,3.2706,3.1722,3.2661,3.3752,0.134481, 0.33110792, 4.0850e-01,0.201721,0.275229, 0.06821411,0.403443,0.174417, 0.23463810,0.403443,-0.2504983,-0.1347277,0.242413,0.186385,0.228107,0.140934,0.216313,0.298741,0.50500,0.55234,0.53266,0.47083,0.53507,0.59081,0.18935,0.22852,0.234164,0.173850,0.228174,0.295704,0.089827,0.113146,0.117483,0.087184,0.114417,0.145286
-959.50,3.3740,3.2799,3.2727,3.1757,3.2705,3.3739,0.134457, 0.32881954, 4.0522e-01,0.201686,0.274073, 0.07149971,0.403372,0.177740, 0.23735572,0.403372,-0.2386214,-0.1220514,0.242484,0.187015,0.227007,0.141506,0.216263,0.296225,0.50513,0.55183,0.53255,0.47093,0.53499,0.59013,0.18937,0.22784,0.233076,0.173892,0.227004,0.293068,0.089837,0.111895,0.116138,0.086369,0.112797,0.143584
-959.25,3.3731,3.2818,3.2749,3.1814,3.2700,3.3731,0.134434, 0.32654434, 4.0184e-01,0.201651,0.272914, 0.07475439,0.403303,0.181083, 0.23996516,0.403303,-0.2265147,-0.1113943,0.242555,0.187643,0.225952,0.140465,0.215779,0.294053,0.50526,0.55130,0.53244,0.47080,0.53473,0.58842,0.18939,0.22716,0.232011,0.173214,0.226988,0.290570,0.089846,0.110656,0.114823,0.085304,0.111543,0.142095
-959.00,3.3723,3.2837,3.2770,3.1873,3.2719,3.3702,0.134411, 0.32428189, 3.9836e-01,0.201617,0.271753, 0.07797591,0.403234,0.184446, 0.24246732,0.403234,-0.2141828,-0.1001342,0.242625,0.188269,0.224949,0.140113,0.213834,0.292897,0.50539,0.55077,0.53234,0.47072,0.53384,0.58711,0.18941,0.22648,0.230968,0.173678,0.226979,0.288141,0.089855,0.109433,0.113540,0.083947,0.110040,0.140105
-958.75,3.3715,3.2855,3.2788,3.1912,3.2731,3.3691,0.134389, 0.32203181, 3.9479e-01,0.201583,0.270590, 0.08116329,0.403166,0.187826, 0.24486132,0.403166,-0.2016308,-0.0883128,0.242693,0.188893,0.223988,0.140615,0.213297,0.291730,0.50552,0.55022,0.53223,0.47128,0.53315,0.58521,0.18944,0.22580,0.229946,0.174382,0.226152,0.285729,0.089864,0.108226,0.112289,0.083527,0.109371,0.139239
-958.50,3.3708,3.2872,3.2805,3.1959,3.2751,3.3669,0.134367, 0.31979376, 3.9125e-01,0.201550,0.269426, 0.08431928,0.403100,0.191221, 0.24715783,0.403100,-0.1888647,-0.0760616,0.242761,0.189516,0.223067,0.141509,0.212723,0.290544,0.50565,0.54967,0.53212,0.47214,0.53356,0.58316,0.18946,0.22512,0.228945,0.175038,0.224702,0.283380,0.089872,0.107038,0.111071,0.083689,0.108290,0.137949
-958.25,3.3700,3.2888,3.2818,3.1989,3.2782,3.3658,0.134345, 0.31756743, 3.8808e-01,0.201517,0.268261, 0.08743846,0.403034,0.194631, 0.24941639,0.403034,-0.1758912,-0.0635384,0.242828,0.190137,0.222189,0.142068,0.211242,0.288708,0.50577,0.54911,0.53201,0.47269,0.53396,0.58269,0.18948,0.22444,0.227963,0.175622,0.223349,0.280976,0.089881,0.105870,0.109886,0.082940,0.107015,0.136370
-958.00,3.3692,3.2902,3.2833,3.2025,3.2846,3.3652,0.134323, 0.31535257, 3.8019e-01,0.201485,0.267095, 0.09052155,0.402969,0.198052, 0.25178050,0.402969,-0.1627178,-0.0508628,0.242894,0.190758,0.221360,0.141286,0.211838,0.286035,0.50590,0.54854,0.53190,0.47340,0.53422,0.58110,0.18949,0.22376,0.227001,0.176598,0.223341,0.278478,0.089889,0.104724,0.108735,0.081941,0.106163,0.134560
-957.75,3.3685,3.2915,3.2846,3.2040,3.2829,3.3667,0.134302, 0.31314893, 3.7352e-01,0.201453,0.265929, 0.09357030,0.402905,0.201483, 0.25437646,0.402905,-0.1493531,-0.0381810,0.242958,0.191377,0.220586,0.142401,0.212530,0.284660,0.50602,0.54797,0.53179,0.47468,0.53386,0.58068,0.18951,0.22308,0.226061,0.177110,0.222190,0.276406,0.089898,0.103600,0.107617,0.081745,0.104972,0.132686
-957.50,3.3677,3.2927,3.2857,3.2063,3.2850,3.3677,0.134281, 0.31095633, 3.6869e-01,0.201421,0.264764, 0.09658259,0.402843,0.204923, 0.25709390,0.402843,-0.1358061,-0.0257161,0.243022,0.191996,0.219859,0.143437,0.210290,0.284023,0.50614,0.54739,0.53168,0.47629,0.53351,0.57914,0.18953,0.22240,0.225142,0.177691,0.221121,0.273246,0.089906,0.102501,0.106533,0.081469,0.104011,0.130862
-957.25,3.3670,3.2939,3.2869,3.2088,3.2888,3.3652,0.134260, 0.30877458, 3.6420e-01,0.201390,0.263600, 0.09956065,0.402781,0.208369, 0.25974139,0.402781,-0.1220871,-0.0136101,0.243085,0.192614,0.219179,0.143220,0.209219,0.283350,0.50626,0.54680,0.53157,0.47904,0.53339,0.57748,0.18955,0.22173,0.224245,0.178447,0.220292,0.271450,0.089914,0.101428,0.105481,0.080341,0.103127,0.128962
-957.00,3.3663,3.2953,3.2883,3.2125,3.2898,3.3633,0.134240, 0.30660355, 3.5982e-01,0.201360,0.262437, 0.10250132,0.402720,0.211821, 0.26245534,0.402720,-0.1082069,-0.0018380,0.243147,0.193232,0.218545,0.141551,0.209807,0.283303,0.50637,0.54621,0.53146,0.48092,0.53254,0.57600,0.18957,0.22106,0.223367,0.178679,0.219835,0.270632,0.089922,0.100381,0.104463,0.079767,0.102440,0.127706
-956.75,3.3656,3.2970,3.2901,3.2188,3.2883,3.3616,0.134220, 0.30444311, 3.5541e-01,0.201330,0.261275, 0.10540822,0.402660,0.215276, 0.26556433,0.402660,-0.0941774, 0.0096528,0.243208,0.193849,0.217956,0.140636,0.210282,0.282562,0.50649,0.54562,0.53134,0.48234,0.53261,0.57507,0.18959,0.22039,0.222511,0.178863,0.218382,0.268564,0.089930,0.099362,0.103476,0.079907,0.101503,0.125358
-956.50,3.3649,3.2990,3.2923,3.2223,3.2910,3.3666,0.134200, 0.30229318, 3.5091e-01,0.201300,0.260115, 0.10827885,0.402600,0.218733, 0.26892257,0.402600,-0.0800112, 0.0208767,0.243268,0.194466,0.217410,0.138887,0.208889,0.281382,0.50660,0.54503,0.53123,0.48482,0.53308,0.57448,0.18961,0.21973,0.221674,0.179394,0.218041,0.266213,0.089938,0.098371,0.102520,0.079078,0.100171,0.124372
-956.25,3.3642,3.3013,3.2946,3.2270,3.2965,3.3677,0.134181, 0.30015369, 3.4639e-01,0.201271,0.258958, 0.11111150,0.402542,0.222190, 0.27220403,0.402542,-0.0657216, 0.0318628,0.243327,0.195083,0.216905,0.140085,0.206594,0.280250,0.50671,0.54443,0.53111,0.48604,0.53220,0.57377,0.18962,0.21907,0.220855,0.179518,0.217391,0.264029,0.089945,0.097410,0.101595,0.078711,0.099465,0.122541
-956.00,3.3635,3.3037,3.2969,3.2299,3.3023,3.3682,0.134162, 0.29802458, 3.4190e-01,0.201243,0.257803, 0.11390789,0.402485,0.225646, 0.27531216,0.402485,-0.0513230, 0.0426792,0.243385,0.195699,0.216441,0.142574,0.205775,0.278289,0.50682,0.54384,0.53099,0.48737,0.53222,0.57269,0.18964,0.21842,0.220053,0.180613,0.217081,0.262167,0.089953,0.096479,0.100701,0.079076,0.098623,0.121643
-955.75,3.3629,3.3058,3.2990,3.2315,3.3051,3.3672,0.134143, 0.29590582, 3.3732e-01,0.201214,0.256651, 0.11666598,0.402429,0.229099, 0.27826843,0.402429,-0.0368302, 0.0534082,0.243442,0.196316,0.216014,0.144135,0.204961,0.278402,0.50692,0.54324,0.53087,0.48863,0.53256,0.57115,0.18966,0.21777,0.219268,0.180809,0.216723,0.260365,0.089960,0.095579,0.099845,0.079259,0.098142,0.120236
-955.50,3.3622,3.3077,3.3008,3.2346,3.3070,3.3643,0.134125, 0.29379741, 3.3173e-01,0.201187,0.255503, 0.11938530,0.402374,0.232547, 0.28110973,0.402374,-0.0222590, 0.0641106,0.243498,0.196933,0.215626,0.141664,0.205086,0.277565,0.50703,0.54265,0.53075,0.48997,0.53225,0.56955,0.18968,0.21713,0.218499,0.181285,0.215958,0.258585,0.089968,0.094711,0.099027,0.079053,0.097407,0.119225
-955.25,3.3616,3.3094,3.3025,3.2374,3.3065,3.3628,0.134106, 0.29169935, 3.3122e-01,0.201160,0.254358, 0.12206640,0.402319,0.235989, 0.28386406,0.402319,-0.0076255, 0.0748207,0.243554,0.197550,0.215294,0.144320,0.205103,0.277567,0.50713,0.54206,0.53063,0.49155,0.53243,0.56844,0.18969,0.21650,0.217746,0.180667,0.214980,0.257479,0.089975,0.093874,0.098239,0.078653,0.097100,0.118395
-955.00,3.3610,3.3108,3.3039,3.2420,3.3072,3.3616,0.134089, 0.28961165, 3.3054e-01,0.201133,0.253218, 0.12471019,0.402266,0.239423, 0.28655196,0.402266, 0.0070534, 0.0855485,0.243608,0.198167,0.215018,0.145682,0.205087,0.275891,0.50723,0.54146,0.53051,0.49273,0.53155,0.56760,0.18971,0.21587,0.217008,0.180887,0.214110,0.256381,0.089982,0.093069,0.097484,0.078341,0.096779,0.116696
-954.75,3.3603,3.3118,3.3049,3.2458,3.3072,3.3588,0.134071, 0.28753435, 3.2816e-01,0.201107,0.252081, 0.12731523,0.402213,0.242848, 0.28918682,0.402213, 0.0217604, 0.0962913,0.243661,0.198784,0.214779,0.145537,0.205030,0.276256,0.50733,0.54087,0.53039,0.49402,0.53264,0.56667,0.18972,0.21524,0.216286,0.180726,0.213665,0.254599,0.089989,0.092297,0.096759,0.077357,0.096117,0.115989
-954.50,3.3597,3.3125,3.3055,3.2493,3.3071,3.3630,0.134054, 0.28546750, 3.2557e-01,0.201081,0.250950, 0.12988098,0.402162,0.246262, 0.29177857,0.402162, 0.0364776, 0.1070364,0.243713,0.199402,0.214576,0.144495,0.205078,0.275220,0.50743,0.54029,0.53026,0.49524,0.53312,0.56545,0.18974,0.21463,0.215580,0.181171,0.213171,0.252880,0.089995,0.091557,0.096064,0.077396,0.095974,0.115103
-954.25,3.3591,3.3130,3.3056,3.2513,3.3051,3.3596,0.134037, 0.28341114, 3.2304e-01,0.201056,0.249823, 0.13241262,0.402111,0.249664, 0.29433328,0.402111, 0.0511871, 0.1177732,0.243765,0.200020,0.214408,0.144254,0.205159,0.274545,0.50753,0.53970,0.53014,0.49576,0.53171,0.56523,0.18975,0.21402,0.214888,0.181036,0.212980,0.250984,0.090002,0.090849,0.095398,0.077252,0.094887,0.114414
-954.00,3.3586,3.3136,3.3058,3.2546,3.3062,3.3596,0.134021, 0.28136535, 3.2067e-01,0.201031,0.248702, 0.13490421,0.402062,0.253053, 0.29685527,0.402062, 0.0658703, 0.1284840,0.243815,0.200638,0.214276,0.144161,0.204860,0.273976,0.50762,0.53912,0.53001,0.49669,0.53107,0.56443,0.18977,0.21342,0.214211,0.181096,0.211808,0.248471,0.090008,0.090174,0.094759,0.076744,0.093719,0.113460
-953.75,3.3580,3.3143,3.3062,3.2541,3.3075,3.3590,0.134004, 0.27933020, 3.1860e-01,0.201007,0.247587, 0.13735862,0.402013,0.256426, 0.29934723,0.402013, 0.0805089, 0.1391561,0.243864,0.201256,0.214181,0.145871,0.204903,0.272875,0.50771,0.53854,0.52988,0.49804,0.53134,0.56395,0.18978,0.21283,0.213549,0.181170,0.212041,0.247212,0.090015,0.089532,0.094147,0.076393,0.093384,0.112246
-953.50,3.3574,3.3152,3.3069,3.2554,3.3074,3.3588,0.133988, 0.27730577, 3.1688e-01,0.200983,0.246477, 0.13977564,0.401965,0.259784, 0.30181196,0.401965, 0.0950842, 0.1497761,0.243913,0.201874,0.214121,0.146906,0.205929,0.272193,0.50780,0.53797,0.52975,0.49875,0.53043,0.56236,0.18980,0.21224,0.212902,0.182247,0.211298,0.246239,0.090021,0.088922,0.093562,0.075704,0.092861,0.111438
-953.25,3.3569,3.3165,3.3080,3.2563,3.3059,3.3566,0.133973, 0.27529214, 3.1547e-01,0.200959,0.245374, 0.14215465,0.401919,0.263123, 0.30425052,0.401919, 0.1095777, 0.1603335,0.243960,0.202493,0.214097,0.147347,0.206768,0.272122,0.50789,0.53740,0.52962,0.49868,0.53055,0.56170,0.18981,0.21166,0.212269,0.182346,0.210357,0.244617,0.090027,0.088343,0.093003,0.075047,0.092533,0.110618
-953.00,3.3564,3.3184,3.3096,3.2591,3.3090,3.3579,0.133958, 0.27328941, 3.1426e-01,0.200936,0.244277, 0.14449317,0.401873,0.266443, 0.30666399,0.401873, 0.1239710, 0.1708176,0.244007,0.203112,0.214107,0.148537,0.207011,0.272669,0.50798,0.53684,0.52949,0.49933,0.52970,0.56065,0.18983,0.21109,0.211650,0.182747,0.209347,0.242177,0.090033,0.087797,0.092470,0.074924,0.091600,0.110187
-952.75,3.3558,3.3205,3.3116,3.2633,3.3116,3.3613,0.133943, 0.27129768, 3.1315e-01,0.200914,0.243187, 0.14679108,0.401828,0.269742, 0.30905261,0.401828, 0.1382458, 0.1812200,0.244052,0.203731,0.214152,0.149184,0.207555,0.271675,0.50807,0.53628,0.52936,0.50106,0.52898,0.55948,0.18984,0.21053,0.211044,0.182042,0.208455,0.240894,0.090039,0.087282,0.091962,0.074718,0.091131,0.109736
-952.50,3.3553,3.3227,3.3138,3.2685,3.3142,3.3626,0.133928, 0.26931705, 3.1205e-01,0.200892,0.242104, 0.14905022,0.401784,0.273020, 0.31141698,0.401784, 0.1523842, 0.1915321,0.244097,0.204350,0.214230,0.151430,0.207272,0.271029,0.50815,0.53573,0.52922,0.50197,0.52936,0.55920,0.18985,0.20998,0.210453,0.181797,0.208022,0.239320,0.090045,0.086797,0.091478,0.074122,0.090767,0.109134
-952.25,3.3548,3.3247,3.3159,3.2695,3.3162,3.3603,0.133914, 0.26734761, 3.1082e-01,0.200871,0.241029, 0.15126876,0.401741,0.276274, 0.31375768,0.401741, 0.1663688, 0.2017475,0.244140,0.204969,0.214342,0.151971,0.208220,0.270894,0.50823,0.53518,0.52909,0.50326,0.52923,0.55863,0.18987,0.20943,0.209875,0.182334,0.207721,0.237339,0.090050,0.086343,0.091019,0.073571,0.090252,0.108537
-952.00,3.3543,3.3263,3.3178,3.2720,3.3158,3.3647,0.133900, 0.26538949, 3.0925e-01,0.200850,0.239961, 0.15344612,0.401699,0.279504, 0.31607541,0.401699, 0.1801826, 0.2118618,0.244183,0.205588,0.214488,0.153196,0.209060,0.271025,0.50831,0.53464,0.52895,0.50388,0.52917,0.55793,0.18988,0.20890,0.209311,0.182055,0.207127,0.236205,0.090056,0.085919,0.090583,0.074012,0.089551,0.107284
-951.75,3.3538,3.3275,3.3193,3.2734,3.3164,3.3636,0.133886, 0.26344278, 3.0719e-01,0.200829,0.238901, 0.15558602,0.401658,0.282709, 0.31837054,0.401658, 0.1938091, 0.2218884,0.244225,0.206207,0.214668,0.154346,0.209445,0.272385,0.50839,0.53410,0.52881,0.50386,0.52947,0.55745,0.18989,0.20837,0.208760,0.182831,0.206696,0.235288,0.090061,0.085524,0.090171,0.073597,0.088833,0.106732
-951.50,3.3534,3.3285,3.3206,3.2733,3.3150,3.3663,0.133873, 0.26150760, 3.0467e-01,0.200809,0.237849, 0.15768752,0.401618,0.285886, 0.32064296,0.401618, 0.2072326, 0.2327406,0.244265,0.206826,0.214880,0.153923,0.208691,0.272278,0.50846,0.53357,0.52867,0.50436,0.52923,0.55687,0.18990,0.20785,0.208221,0.183203,0.206742,0.233571,0.090066,0.085157,0.089782,0.073754,0.088441,0.106144
-951.25,3.3529,3.3294,3.3217,3.2732,3.3177,3.3679,0.133860, 0.25958407, 3.0178e-01,0.200790,0.236806, 0.15975279,0.401579,0.289036, 0.32289315,0.401579, 0.2204380, 0.2476367,0.244305,0.207445,0.215122,0.154863,0.209317,0.271281,0.50854,0.53305,0.52853,0.50470,0.52843,0.55530,0.18992,0.20734,0.207696,0.182857,0.205832,0.231738,0.090072,0.084818,0.089427,0.073880,0.088430,0.105794
-951.00,3.3525,3.3302,3.3229,3.2759,3.3201,3.3675,0.133847, 0.25767229, 2.9868e-01,0.200771,0.235771, 0.16178073,0.401541,0.292156, 0.32512060,0.401541, 0.2334109, 0.2577800,0.244344,0.208064,0.215394,0.155535,0.209534,0.271153,0.50861,0.53253,0.52839,0.50415,0.52749,0.55446,0.18993,0.20684,0.207183,0.182519,0.205642,0.230735,0.090077,0.084507,0.089099,0.073558,0.088279,0.105581
-950.75,3.3520,3.3310,3.3241,3.2758,3.3219,3.3667,0.133835, 0.25577239, 2.9554e-01,0.200752,0.234745, 0.16377282,0.401504,0.295245, 0.32732540,0.401504, 0.2461380, 0.2674225,0.244381,0.208682,0.215692,0.155350,0.209691,0.271947,0.50868,0.53202,0.52825,0.50419,0.52732,0.55337,0.18994,0.20635,0.206682,0.182323,0.205596,0.229586,0.090081,0.084221,0.088792,0.073366,0.087941,0.104930
-950.50,3.3516,3.3320,3.3256,3.2767,3.3231,3.3688,0.133823, 0.25388447, 2.9252e-01,0.200734,0.233727, 0.16572792,0.401468,0.298304, 0.32950741,0.401468, 0.2586065, 0.2768594,0.244418,0.209300,0.216016,0.157412,0.209489,0.272481,0.50875,0.53152,0.52811,0.50393,0.52744,0.55294,0.18995,0.20587,0.206193,0.182542,0.205614,0.228049,0.090086,0.083962,0.088507,0.072981,0.087634,0.103994
-950.25,3.3512,3.3332,3.3272,3.2787,3.3254,3.3716,0.133811, 0.25200865, 2.8973e-01,0.200716,0.232720, 0.16764403,0.401432,0.301329, 0.33166681,0.401432, 0.2708049, 0.2861126,0.244454,0.209917,0.216363,0.159617,0.209450,0.273403,0.50882,0.53103,0.52796,0.50461,0.52706,0.55263,0.18996,0.20540,0.205716,0.182506,0.205003,0.226996,0.090091,0.083727,0.088241,0.072915,0.087300,0.103611
-950.00,3.3508,3.3344,3.3287,3.2804,3.3254,3.3692,0.133799, 0.25014504, 2.8707e-01,0.200699,0.231721, 0.16951129,0.401398,0.304321, 0.33380308,0.401398, 0.2827223, 0.2951739,0.244489,0.210534,0.216734,0.159374,0.209358,0.274088,0.50888,0.53054,0.52782,0.50524,0.52746,0.55343,0.18997,0.20493,0.205251,0.182460,0.204393,0.225955,0.090095,0.083516,0.087993,0.072671,0.087098,0.103431
-949.75,3.3504,3.3356,3.3300,3.2838,3.3278,3.3688,0.133788, 0.24829375, 2.8439e-01,0.200682,0.230733, 0.17132973,0.401365,0.307279, 0.33591477,0.401365, 0.2943490, 0.3040267,0.244523,0.211150,0.217126,0.160021,0.209909,0.273278,0.50895,0.53006,0.52767,0.50477,0.52690,0.55267,0.18998,0.20448,0.204798,0.182503,0.203717,0.224666,0.090100,0.083328,0.087762,0.072648,0.086900,0.102988
-949.50,3.3500,3.3364,3.3309,3.2824,3.3286,3.3699,0.133777, 0.24645488, 2.8156e-01,0.200666,0.229754, 0.17309861,0.401332,0.310201, 0.33800223,0.401332, 0.3056762, 0.3126588,0.244555,0.211765,0.217537,0.161369,0.211072,0.272944,0.50901,0.52958,0.52753,0.50444,0.52639,0.55160,0.18999,0.20403,0.204355,0.182780,0.203436,0.223786,0.090104,0.083163,0.087549,0.072530,0.086369,0.102733
-949.25,3.3496,3.3369,3.3314,3.2830,3.3280,3.3718,0.133767, 0.24462854, 2.7860e-01,0.200650,0.228785, 0.17481433,0.401301,0.313086, 0.34006428,0.401301, 0.3166959, 0.3210634,0.244587,0.212379,0.217967,0.162783,0.211590,0.272512,0.50907,0.52912,0.52738,0.50546,0.52637,0.55051,0.19000,0.20359,0.203924,0.182862,0.202901,0.223190,0.090108,0.083020,0.087351,0.072801,0.085997,0.102433
-949.00,3.3493,3.3372,3.3317,3.2854,3.3293,3.3699,0.133757, 0.24281484, 2.7554e-01,0.200635,0.227827, 0.17647527,0.401270,0.315934, 0.34210124,0.401270, 0.3274013, 0.3292383,0.244618,0.212992,0.218414,0.163030,0.211706,0.272309,0.50912,0.52866,0.52723,0.50558,0.52602,0.54987,0.19001,0.20317,0.203503,0.182711,0.202671,0.222546,0.090112,0.082897,0.087168,0.072907,0.086158,0.101823
-948.75,3.3489,3.3376,3.3321,3.2867,3.3291,3.3717,0.133747, 0.24101386, 2.7243e-01,0.200620,0.226879, 0.17807697,0.401241,0.318744, 0.34411190,0.401241, 0.3377866, 0.3371822,0.244648,0.213604,0.218876,0.163695,0.212918,0.272869,0.50918,0.52821,0.52708,0.50559,0.52606,0.54831,0.19002,0.20275,0.203093,0.183248,0.202292,0.221174,0.090116,0.082794,0.087001,0.073404,0.085935,0.101418
-948.50,3.3486,3.3383,3.3328,3.2879,3.3292,3.3716,0.133737, 0.23922570, 2.6931e-01,0.200606,0.225941, 0.17961967,0.401212,0.321514, 0.34609463,0.401212, 0.3478467, 0.3448985,0.244677,0.214215,0.219353,0.164811,0.213022,0.272885,0.50923,0.52776,0.52694,0.50559,0.52616,0.54716,0.19003,0.20234,0.202692,0.183772,0.202058,0.220510,0.090120,0.082710,0.086848,0.073423,0.085471,0.100770
-948.25,3.3483,3.3395,3.3342,3.2907,3.3288,3.3721,0.133728, 0.23745046, 2.6620e-01,0.200592,0.225015, 0.18110362,0.401185,0.324245, 0.34804928,0.401185, 0.3575779, 0.3523879,0.244705,0.214824,0.219844,0.165675,0.213015,0.273861,0.50929,0.52733,0.52679,0.50656,0.52617,0.54693,0.19003,0.20194,0.202302,0.184057,0.202042,0.220657,0.090123,0.082645,0.086709,0.073876,0.085281,0.099990
-948.00,3.3480,3.3411,3.3360,3.2958,3.3319,3.3715,0.133719, 0.23568822, 2.6318e-01,0.200579,0.224099, 0.18253007,0.401158,0.326936, 0.34997522,0.401158, 0.3669768, 0.3596524,0.244732,0.215432,0.220347,0.166197,0.213975,0.273940,0.50934,0.52690,0.52664,0.50727,0.52583,0.54692,0.19004,0.20155,0.201922,0.183537,0.201514,0.219588,0.090127,0.082598,0.086583,0.073862,0.085294,0.099030
-947.75,3.3477,3.3427,3.3379,3.2964,3.3326,3.3724,0.133711, 0.23393906, 2.6033e-01,0.200566,0.223194, 0.18389895,0.401132,0.329585, 0.35187137,0.401132, 0.3760416, 0.3666933,0.244758,0.216038,0.220862,0.167311,0.215173,0.273296,0.50939,0.52648,0.52649,0.50770,0.52634,0.54676,0.19005,0.20117,0.201550,0.183710,0.201027,0.219241,0.090130,0.082567,0.086471,0.073988,0.085036,0.098642
-947.50,3.3474,3.3442,3.3395,3.2988,3.3365,3.3756,0.133702, 0.23220306, 2.5799e-01,0.200554,0.222301, 0.18521068,0.401107,0.332192, 0.35373691,0.401107, 0.3847707, 0.3735139,0.244783,0.216643,0.221387,0.167869,0.216053,0.271847,0.50943,0.52607,0.52633,0.50781,0.52629,0.54615,0.19006,0.20079,0.201189,0.183301,0.200892,0.218121,0.090133,0.082552,0.086371,0.074044,0.084972,0.098683
-947.25,3.3471,3.3453,3.3409,3.2994,3.3389,3.3786,0.133695, 0.23048028, 2.5705e-01,0.200542,0.221419, 0.18646892,0.401084,0.334756, 0.35557106,0.401084, 0.3931638, 0.3801143,0.244808,0.217246,0.221924,0.168288,0.217120,0.270738,0.50948,0.52566,0.52618,0.50786,0.52610,0.54480,0.19007,0.20043,0.200836,0.183017,0.201208,0.217007,0.090136,0.082553,0.086283,0.073663,0.084990,0.098441
-947.00,3.3468,3.3462,3.3420,3.3010,3.3386,3.3800,0.133687, 0.22877081, 2.5627e-01,0.200530,0.220548, 0.18766966,0.401061,0.337278, 0.35737331,0.401061, 0.4012211, 0.3864955,0.244831,0.217846,0.222475,0.169606,0.217833,0.270065,0.50952,0.52526,0.52603,0.50788,0.52564,0.54450,0.19007,0.20007,0.200492,0.183101,0.201318,0.216603,0.090139,0.082569,0.086208,0.073274,0.085133,0.098298
-946.75,3.3466,3.3469,3.3431,3.3031,3.3411,3.3795,0.133680, 0.22707469, 2.5371e-01,0.200519,0.219689, 0.18881815,0.401039,0.339756, 0.35914296,0.401039, 0.4089439, 0.3926589,0.244853,0.218445,0.223037,0.171807,0.217695,0.270470,0.50956,0.52487,0.52587,0.50754,0.52546,0.54417,0.19008,0.19973,0.200156,0.182873,0.201116,0.216529,0.090142,0.082598,0.086144,0.073043,0.085226,0.097603
-946.50,3.3463,3.3476,3.3443,3.3008,3.3434,3.3823,0.133673, 0.22539200, 2.5074e-01,0.200509,0.218841, 0.18991684,0.401018,0.342189, 0.36087956,0.401018, 0.4163338, 0.3986065,0.244874,0.219041,0.223607,0.172787,0.217895,0.271401,0.50960,0.52449,0.52572,0.50770,0.52528,0.54401,0.19009,0.19939,0.199829,0.183626,0.201149,0.215907,0.090145,0.082641,0.086091,0.073403,0.085341,0.097233
-946.25,3.3461,3.3483,3.3454,3.3014,3.3448,3.3849,0.133666, 0.22372277, 2.4775e-01,0.200499,0.218006, 0.19096822,0.400998,0.344578, 0.36258252,0.400998, 0.4233934, 0.4043411,0.244894,0.219635,0.224183,0.174396,0.218770,0.271517,0.50964,0.52411,0.52556,0.50738,0.52561,0.54376,0.19009,0.19906,0.199511,0.183699,0.200226,0.214825,0.090148,0.082697,0.086048,0.073338,0.085005,0.097265
-946.00,3.3459,3.3489,3.3465,3.3026,3.3454,3.3867,0.133660, 0.22206708, 2.4482e-01,0.200490,0.217182, 0.19198055,0.400979,0.346922, 0.36425224,0.400979, 0.4301257, 0.4098646,0.244914,0.220227,0.224765,0.176319,0.219094,0.272145,0.50968,0.52374,0.52540,0.50766,0.52560,0.54337,0.19010,0.19874,0.199200,0.183680,0.199599,0.214604,0.090150,0.082765,0.086016,0.073676,0.085076,0.097090
-945.75,3.3457,3.3495,3.3476,3.3037,3.3478,3.3890,0.133654, 0.22042495, 2.4195e-01,0.200480,0.216371, 0.19295608,0.400961,0.349221, 0.36588834,0.400961, 0.4365344, 0.4151810,0.244932,0.220815,0.225350,0.177470,0.220674,0.271879,0.50971,0.52338,0.52524,0.50733,0.52535,0.54290,0.19010,0.19843,0.198897,0.183839,0.199216,0.214366,0.090153,0.082844,0.085993,0.073812,0.085157,0.097024
-945.50,3.3455,3.3499,3.3483,3.3048,3.3479,3.3895,0.133648, 0.21879643, 2.3915e-01,0.200472,0.215571, 0.19389452,0.400944,0.351474, 0.36749091,0.400944, 0.4426238, 0.4202931,0.244949,0.221401,0.225939,0.179325,0.221906,0.271987,0.50974,0.52303,0.52508,0.50739,0.52481,0.54285,0.19011,0.19813,0.198602,0.183062,0.198612,0.213993,0.090155,0.082935,0.085980,0.074252,0.085021,0.096802
