times,subtide,subtide_parm,subtide_postmean,subtide25,subtide50,subtide75,D1_phase,D1_phase_parm,D1_phase_postmean,D2_phase,D2_phase_parm,D2_phase_postmean,D3_phase,D3_phase_parm,D3_phase_postmean,D4_phase,D4_phase_parm,D4_phase_postmean,D1_amp,D1_amp_parm,D1_amp_postmean,D1_amp_25,D1_amp_50,D1_amp_75,D2_amp,D2_amp_parm,D2_amp_postmean,D2_amp_25,D2_amp_50,D2_amp_75,D3_amp,D3_amp_parm,D3_amp_postmean,D3_amp_25,D3_amp_50,D3_amp_75,D4_amp,D4_amp_parm,D4_amp_postmean,D4_amp_25,D4_amp_50,D4_amp_75
-522.50,4.5797,4.5805,4.5797,4.5719,4.5798,4.5888,0.165109, 1.4433e-01, 1.4644e-01,0.247663,0.265948,0.266296,0.495326,0.497862,0.497440,0.495326,0.489556,0.487596,0.146335,0.145249,0.146933,0.138598,0.146364,0.155787,0.32524,0.32680,0.32653,0.32123,0.32689,0.33174,0.16071,0.160406,0.160498,0.155793,0.160762,0.16539,0.077430,0.078927,0.079277,0.075624,0.079489,0.083094
-522.25,4.5986,4.5990,4.5982,4.5902,4.5979,4.6074,0.165544, 1.4428e-01, 1.4632e-01,0.248317,0.266920,0.267254,0.496633,0.498668,0.498046,0.496633,0.489624,0.487548,0.144935,0.143821,0.145530,0.137124,0.145003,0.154295,0.32262,0.32415,0.32389,0.31850,0.32427,0.32915,0.16030,0.160032,0.160118,0.155219,0.160418,0.16495,0.077250,0.078884,0.079229,0.075503,0.079487,0.083002
-522.00,4.6174,4.6174,4.6166,4.6083,4.6161,4.6257,0.165977, 1.4423e-01, 1.4621e-01,0.248965,0.267887,0.268207,0.497931,0.499452,0.498630,0.497931,0.489761,0.487579,0.143544,0.142402,0.144135,0.135685,0.143734,0.152897,0.32002,0.32152,0.32128,0.31568,0.32161,0.32657,0.15988,0.159661,0.159741,0.154861,0.160069,0.16466,0.077070,0.078848,0.079189,0.075402,0.079378,0.082836
-521.75,4.6362,4.6358,4.6348,4.6267,4.6349,4.6436,0.166407, 1.4418e-01, 1.4610e-01,0.249610,0.268849,0.269155,0.499220,0.500213,0.499193,0.499220,0.489972,0.487693,0.142162,0.140991,0.142749,0.134250,0.142393,0.151589,0.31743,0.31890,0.31868,0.31311,0.31885,0.32395,0.15947,0.159292,0.159369,0.154487,0.159558,0.16426,0.076892,0.078818,0.079156,0.075402,0.079191,0.082900
-521.50,4.6549,4.6541,4.6531,4.6448,4.6534,4.6623,0.166833, 1.4414e-01, 1.4599e-01,0.250250,0.269805,0.270097,0.500500,0.500952,0.499740,0.500500,0.490261,0.487893,0.140788,0.139590,0.141372,0.132807,0.141035,0.150321,0.31486,0.31631,0.31610,0.31057,0.31627,0.32111,0.15906,0.158927,0.159000,0.154090,0.159170,0.16388,0.076715,0.078794,0.079129,0.075431,0.079103,0.082859
-521.25,4.6734,4.6724,4.6714,4.6627,4.6719,4.6804,0.167257, 1.4410e-01, 1.4588e-01,0.250885,0.270756,0.271032,0.501770,0.501670,0.500273,0.501770,0.490633,0.488178,0.139424,0.138197,0.140003,0.131263,0.139739,0.148840,0.31231,0.31373,0.31353,0.30795,0.31357,0.31848,0.15865,0.158564,0.158635,0.153854,0.158837,0.16358,0.076539,0.078776,0.079109,0.075418,0.079008,0.082750
-521.00,4.6919,4.6907,4.6896,4.6807,4.6903,4.6988,0.167677, 1.4406e-01, 1.4578e-01,0.251516,0.271700,0.271959,0.503031,0.502368,0.500795,0.503031,0.491093,0.488556,0.138069,0.136814,0.138643,0.129958,0.138476,0.147663,0.30978,0.31116,0.31098,0.30555,0.31094,0.31589,0.15825,0.158205,0.158275,0.153539,0.158524,0.16326,0.076364,0.078763,0.079094,0.075439,0.079064,0.082749
-520.75,4.7103,4.7089,4.7078,4.6990,4.7082,4.7167,0.168094, 1.4403e-01, 1.4569e-01,0.252142,0.272639,0.272878,0.504283,0.503046,0.501307,0.504283,0.491646,0.489035,0.136724,0.135440,0.137291,0.128492,0.137009,0.146147,0.30726,0.30862,0.30845,0.30305,0.30843,0.31349,0.15785,0.157848,0.157918,0.153202,0.158326,0.16303,0.076190,0.078755,0.079084,0.075432,0.078956,0.082751
-520.50,4.7286,4.7270,4.7259,4.7170,4.7265,4.7349,0.168509, 1.4401e-01, 1.4559e-01,0.252763,0.273572,0.273789,0.505526,0.503705,0.501811,0.505526,0.492296,0.489615,0.135387,0.134075,0.135949,0.127156,0.135551,0.144754,0.30476,0.30609,0.30594,0.30051,0.30596,0.31094,0.15745,0.157495,0.157566,0.152995,0.157906,0.16256,0.076018,0.078751,0.079080,0.075498,0.078921,0.082795
-520.25,4.7468,4.7453,4.7441,4.7359,4.7447,4.7531,0.168920, 1.4399e-01, 1.4551e-01,0.253380,0.274498,0.274691,0.506759,0.504345,0.502309,0.506759,0.493048,0.490302,0.134061,0.132719,0.134616,0.126015,0.134218,0.143273,0.30227,0.30358,0.30345,0.29802,0.30353,0.30842,0.15706,0.157145,0.157217,0.152582,0.157634,0.16238,0.075847,0.078752,0.079080,0.075505,0.078974,0.082848
-520.00,4.7650,4.7636,4.7624,4.7545,4.7628,4.7712,0.169328, 1.4398e-01, 1.4542e-01,0.253991,0.275419,0.275584,0.507983,0.504969,0.502802,0.507983,0.493907,0.491099,0.132743,0.131373,0.133292,0.124673,0.132876,0.141808,0.29981,0.30108,0.30097,0.29564,0.30104,0.30596,0.15666,0.156798,0.156872,0.152162,0.157305,0.16200,0.075677,0.078756,0.079083,0.075526,0.078969,0.082824
-519.75,4.7830,4.7821,4.7807,4.7729,4.7810,4.7894,0.169732, 1.4397e-01, 1.4535e-01,0.254599,0.276333,0.276468,0.509197,0.505576,0.503290,0.509197,0.494877,0.492016,0.131435,0.130036,0.131978,0.123429,0.131622,0.140543,0.29736,0.29861,0.29851,0.29333,0.29855,0.30338,0.15627,0.156454,0.156531,0.151848,0.156961,0.16167,0.075508,0.078762,0.079090,0.075545,0.078962,0.082710
-519.50,4.8009,4.8004,4.7990,4.7914,4.7995,4.8077,0.170134, 1.4397e-01, 1.4528e-01,0.255201,0.277241,0.277342,0.510402,0.506168,0.503772,0.510402,0.495962,0.493059,0.130137,0.128709,0.130673,0.122132,0.130245,0.139077,0.29493,0.29615,0.29607,0.29109,0.29604,0.30114,0.15589,0.156113,0.156195,0.151462,0.156467,0.16131,0.075340,0.078771,0.079099,0.075545,0.078999,0.082649
-519.25,4.8187,4.8185,4.8170,4.8092,4.8170,4.8259,0.170532, 1.4398e-01, 1.4522e-01,0.255799,0.278142,0.278207,0.511597,0.506745,0.504252,0.511597,0.497167,0.494230,0.128849,0.127391,0.129377,0.120881,0.129035,0.137646,0.29252,0.29371,0.29364,0.28855,0.29350,0.29869,0.15550,0.155774,0.155862,0.151219,0.156050,0.16089,0.075174,0.078781,0.079109,0.075620,0.079039,0.082514
-519.00,4.8364,4.8363,4.8348,4.8272,4.8349,4.8440,0.170927, 1.4400e-01, 1.4517e-01,0.256391,0.279038,0.279063,0.512782,0.507309,0.504732,0.512782,0.498494,0.495529,0.127570,0.126083,0.128091,0.119551,0.127673,0.136399,0.29013,0.29129,0.29124,0.28631,0.29113,0.29618,0.15512,0.155438,0.155532,0.150874,0.155808,0.16062,0.075009,0.078792,0.079119,0.075654,0.079053,0.082527
-518.75,4.8541,4.8538,4.8522,4.8442,4.8524,4.8616,0.171319, 1.4402e-01, 1.4513e-01,0.256979,0.279926,0.279910,0.513958,0.507860,0.505213,0.513958,0.499946,0.496959,0.126301,0.124785,0.126814,0.118040,0.126427,0.135109,0.28776,0.28889,0.28885,0.28399,0.28891,0.29374,0.15474,0.155105,0.155207,0.150460,0.155552,0.16010,0.074845,0.078803,0.079128,0.075779,0.079115,0.082504
-518.50,4.8716,4.8710,4.8694,4.8610,4.8696,4.8782,0.171708, 1.4406e-01, 1.4510e-01,0.257562,0.280808,0.280750,0.515124,0.508397,0.505694,0.515124,0.501523,0.498525,0.125043,0.123496,0.125547,0.116713,0.125054,0.133921,0.28540,0.28651,0.28648,0.28150,0.28643,0.29141,0.15437,0.154774,0.154884,0.150241,0.155261,0.15977,0.074683,0.078813,0.079136,0.075866,0.079087,0.082506
-518.25,4.8890,4.8880,4.8865,4.8781,4.8871,4.8954,0.172093, 1.4410e-01, 1.4508e-01,0.258140,0.281682,0.281581,0.516280,0.508921,0.506175,0.516280,0.503228,0.500232,0.123794,0.122218,0.124290,0.115556,0.123821,0.132713,0.28307,0.28414,0.28413,0.27903,0.28417,0.28919,0.15400,0.154445,0.154565,0.149966,0.154918,0.15947,0.074522,0.078821,0.079142,0.075794,0.079089,0.082561
-518.00,4.9063,4.9050,4.9035,4.8952,4.9046,4.9126,0.172476, 1.4416e-01, 1.4508e-01,0.258713,0.282548,0.282404,0.517427,0.509432,0.506657,0.517427,0.505058,0.502078,0.122555,0.120949,0.123043,0.114355,0.122553,0.131378,0.28075,0.28180,0.28180,0.27676,0.28176,0.28679,0.15363,0.154118,0.154249,0.149687,0.154482,0.15914,0.074362,0.078826,0.079144,0.075871,0.079020,0.082558
-517.75,4.9234,4.9220,4.9206,4.9120,4.9213,4.9295,0.172854, 1.4422e-01, 1.4508e-01,0.259281,0.283406,0.283217,0.518563,0.509929,0.507137,0.518563,0.507013,0.504062,0.121327,0.119691,0.121805,0.113170,0.121319,0.130259,0.27845,0.27947,0.27949,0.27450,0.27939,0.28456,0.15326,0.153793,0.153935,0.149499,0.154200,0.15892,0.074203,0.078827,0.079142,0.075843,0.078999,0.082629
-517.50,4.9405,4.9389,4.9376,4.9286,4.9383,4.9464,0.173230, 1.4430e-01, 1.4509e-01,0.259845,0.284256,0.284020,0.519689,0.510412,0.507610,0.519689,0.509090,0.506181,0.120108,0.118442,0.120578,0.111958,0.120049,0.129126,0.27617,0.27716,0.27720,0.27222,0.27720,0.28218,0.15290,0.153470,0.153624,0.149199,0.154024,0.15848,0.074046,0.078824,0.079136,0.075838,0.078976,0.082616
-517.25,4.9574,4.9557,4.9545,4.9458,4.9549,4.9631,0.173602, 1.4439e-01, 1.4511e-01,0.260403,0.285097,0.284813,0.520806,0.510881,0.508076,0.520806,0.511287,0.508428,0.118900,0.117204,0.119361,0.110765,0.118811,0.127874,0.27391,0.27487,0.27493,0.26987,0.27501,0.27985,0.15254,0.153149,0.153315,0.148978,0.153725,0.15824,0.073890,0.078815,0.079123,0.075826,0.078947,0.082561
-517.00,4.9743,4.9721,4.9711,4.9623,4.9715,4.9801,0.173971, 1.4449e-01, 1.4515e-01,0.260956,0.285928,0.285594,0.521912,0.511335,0.508534,0.521912,0.513600,0.510798,0.117703,0.115976,0.118153,0.109430,0.117569,0.126811,0.27167,0.27260,0.27267,0.26756,0.27286,0.27761,0.15218,0.152829,0.153008,0.148712,0.153270,0.15776,0.073736,0.078801,0.079104,0.075895,0.078924,0.082492
-516.75,4.9910,4.9883,4.9875,4.9786,4.9877,4.9970,0.174336, 1.4460e-01, 1.4520e-01,0.261504,0.286749,0.286361,0.523008,0.511774,0.508984,0.523008,0.516025,0.513286,0.116516,0.114759,0.116956,0.108077,0.116432,0.125627,0.26945,0.27035,0.27044,0.26528,0.27065,0.27531,0.15183,0.152511,0.152704,0.148442,0.153001,0.15740,0.073583,0.078779,0.079078,0.075897,0.078775,0.082369
-516.50,5.0076,5.0046,5.0039,4.9946,5.0041,5.0135,0.174698, 1.4473e-01, 1.4526e-01,0.262047,0.287560,0.287115,0.524094,0.512197,0.509424,0.524094,0.518557,0.515885,0.115339,0.113552,0.115769,0.106755,0.115067,0.124567,0.26725,0.26813,0.26823,0.26321,0.26849,0.27316,0.15148,0.152194,0.152401,0.148181,0.152700,0.15719,0.073431,0.078749,0.079044,0.075814,0.078793,0.082399
-516.25,5.0240,5.0208,5.0203,5.0112,5.0201,5.0297,0.175057, 1.4487e-01, 1.4534e-01,0.262585,0.288360,0.287853,0.525170,0.512603,0.509851,0.525170,0.521191,0.518595,0.114173,0.112355,0.114593,0.105437,0.113848,0.123405,0.26507,0.26592,0.26603,0.26107,0.26640,0.27089,0.15113,0.151878,0.152101,0.147736,0.152320,0.15694,0.073280,0.078710,0.079000,0.075640,0.078738,0.082389
-516.00,5.0404,5.0372,5.0369,5.0277,5.0369,5.0462,0.175412, 1.4502e-01, 1.4543e-01,0.263117,0.289148,0.288577,0.526235,0.512991,0.510263,0.526235,0.523919,0.521408,0.113018,0.111170,0.113427,0.104259,0.112581,0.122418,0.26290,0.26373,0.26386,0.25878,0.26419,0.26862,0.15078,0.151565,0.151802,0.147249,0.151958,0.15644,0.073131,0.078662,0.078948,0.075621,0.078688,0.082330
-515.75,5.0566,5.0538,5.0537,5.0441,5.0537,5.0631,0.175763, 1.4519e-01, 1.4554e-01,0.263645,0.289924,0.289284,0.527290,0.513360,0.510657,0.527290,0.526734,0.524315,0.111874,0.109994,0.112272,0.103177,0.111484,0.121102,0.26076,0.26156,0.26170,0.25653,0.26192,0.26626,0.15044,0.151252,0.151505,0.146942,0.151531,0.15624,0.072984,0.078603,0.078885,0.075495,0.078652,0.082255
-515.50,5.0727,5.0705,5.0707,5.0614,5.0706,5.0800,0.176112, 1.4537e-01, 1.4566e-01,0.264167,0.290689,0.289975,0.528335,0.513709,0.511035,0.528335,0.529626,0.527302,0.110740,0.108830,0.111128,0.102004,0.110357,0.119854,0.25864,0.25941,0.25956,0.25447,0.25982,0.26421,0.15010,0.150941,0.151210,0.146624,0.151211,0.15600,0.072837,0.078533,0.078811,0.075445,0.078656,0.082098
-515.25,5.0886,5.0872,5.0875,5.0783,5.0881,5.0972,0.176456, 1.4557e-01, 1.4580e-01,0.264685,0.291440,0.290648,0.529369,0.514037,0.511393,0.529369,0.532584,0.530355,0.109617,0.107676,0.109994,0.101037,0.109226,0.118812,0.25654,0.25728,0.25745,0.25223,0.25771,0.26213,0.14977,0.150632,0.150916,0.146258,0.150906,0.15574,0.072693,0.078451,0.078726,0.075405,0.078598,0.082068
-515.00,5.1045,5.1037,5.1042,5.0949,5.1048,5.1138,0.176798, 1.4579e-01, 1.4596e-01,0.265196,0.292180,0.291304,0.530393,0.514343,0.511733,0.530393,0.535596,0.533466,0.108505,0.106534,0.108871,0.099989,0.108073,0.117748,0.25446,0.25518,0.25535,0.25006,0.25560,0.25991,0.14944,0.150325,0.150623,0.145976,0.150741,0.15546,0.072549,0.078356,0.078629,0.075328,0.078410,0.081925
-514.75,5.1202,5.1197,5.1203,5.1110,5.1208,5.1298,0.177135, 1.4603e-01, 1.4614e-01,0.265703,0.292906,0.291941,0.531406,0.514627,0.512055,0.531406,0.538650,0.536622,0.107404,0.105402,0.107759,0.098942,0.106939,0.117004,0.25240,0.25309,0.25328,0.24796,0.25348,0.25788,0.14911,0.150020,0.150333,0.145551,0.150321,0.15531,0.072407,0.078248,0.078519,0.075290,0.078232,0.081998
-514.50,5.1357,5.1351,5.1359,5.1265,5.1359,5.1452,0.177470, 1.4628e-01, 1.4633e-01,0.266204,0.293621,0.292561,0.532409,0.514887,0.512358,0.532409,0.541731,0.539810,0.106315,0.104282,0.106658,0.097808,0.105761,0.115989,0.25036,0.25103,0.25123,0.24587,0.25142,0.25591,0.14879,0.149718,0.150044,0.145233,0.149846,0.15491,0.072266,0.078126,0.078395,0.075264,0.078177,0.081921
-514.25,5.1512,5.1502,5.1511,5.1415,5.1511,5.1606,0.177800, 1.4655e-01, 1.4653e-01,0.266700,0.294323,0.293164,0.533401,0.515125,0.512643,0.533401,0.544825,0.543019,0.105236,0.103172,0.105568,0.096684,0.104791,0.115051,0.24835,0.24899,0.24919,0.24386,0.24929,0.25411,0.14846,0.149418,0.149759,0.144539,0.149589,0.15464,0.072127,0.077991,0.078259,0.075158,0.078024,0.081767
-514.00,5.1665,5.1649,5.1659,5.1562,5.1657,5.1752,0.178127, 1.4684e-01, 1.4676e-01,0.267191,0.295013,0.293753,0.534382,0.515340,0.512909,0.534382,0.547918,0.546232,0.104169,0.102074,0.104490,0.095643,0.103634,0.114135,0.24635,0.24697,0.24718,0.24190,0.24720,0.25223,0.14815,0.149121,0.149476,0.144479,0.149369,0.15446,0.071990,0.077841,0.078109,0.075052,0.077821,0.081578
-513.75,5.1816,5.1794,5.1804,5.1706,5.1803,5.1902,0.178451, 1.4716e-01, 1.4701e-01,0.267676,0.295692,0.294327,0.535353,0.515536,0.513157,0.535353,0.550994,0.549433,0.103113,0.100987,0.103422,0.094582,0.102507,0.113269,0.24437,0.24497,0.24519,0.24003,0.24525,0.25015,0.14783,0.148828,0.149195,0.144141,0.149138,0.15413,0.071853,0.077677,0.077946,0.074808,0.077678,0.081426
-513.50,5.1966,5.1936,5.1947,5.1849,5.1945,5.2050,0.178771, 1.4749e-01, 1.4727e-01,0.268156,0.296359,0.294888,0.536312,0.515711,0.513386,0.536312,0.554038,0.552608,0.102068,0.099912,0.102366,0.093586,0.101409,0.112400,0.24242,0.24300,0.24322,0.23815,0.24317,0.24811,0.14752,0.148538,0.148918,0.144034,0.148817,0.15373,0.071718,0.077499,0.077770,0.074542,0.077533,0.081298
-513.25,5.2115,5.2078,5.2089,5.1993,5.2087,5.2194,0.179087, 1.4785e-01, 1.4756e-01,0.268631,0.297014,0.295435,0.537261,0.515870,0.513599,0.537261,0.557034,0.555741,0.101035,0.098847,0.101321,0.092535,0.100395,0.111439,0.24048,0.24104,0.24127,0.23613,0.24123,0.24608,0.14721,0.148253,0.148644,0.143704,0.148599,0.15360,0.071585,0.077307,0.077580,0.074222,0.077487,0.081164
-513.00,5.2262,5.2218,5.2231,5.2133,5.2227,5.2335,0.179400, 1.4823e-01, 1.4787e-01,0.269100,0.297658,0.295969,0.538200,0.516013,0.513797,0.538200,0.559967,0.558819,0.100013,0.097795,0.100287,0.091404,0.099488,0.110474,0.23857,0.23911,0.23934,0.23421,0.23932,0.24407,0.14691,0.147971,0.148373,0.143400,0.148350,0.15330,0.071453,0.077102,0.077378,0.073906,0.077281,0.080918
-512.75,5.2408,5.2360,5.2373,5.2271,5.2376,5.2477,0.179709, 1.4863e-01, 1.4819e-01,0.269563,0.298291,0.296490,0.539127,0.516143,0.513982,0.539127,0.562823,0.561821,0.099003,0.096753,0.099265,0.090424,0.098563,0.109469,0.23668,0.23720,0.23743,0.23234,0.23747,0.24208,0.14661,0.147693,0.148105,0.143101,0.148034,0.15312,0.071323,0.076883,0.077162,0.073689,0.077028,0.080769
-512.50,5.2552,5.2504,5.2518,5.2412,5.2522,5.2622,0.180014, 1.4905e-01, 1.4854e-01,0.270021,0.298912,0.296999,0.540043,0.516262,0.514154,0.540043,0.565587,0.564735,0.098005,0.095724,0.098254,0.089390,0.097461,0.108303,0.23482,0.23532,0.23555,0.23051,0.23558,0.24020,0.14631,0.147420,0.147841,0.142938,0.147794,0.15296,0.071194,0.076652,0.076934,0.073581,0.076785,0.080515
-512.25,5.2695,5.2649,5.2663,5.2559,5.2659,5.2765,0.180316, 1.4950e-01, 1.4890e-01,0.270474,0.299522,0.297494,0.540948,0.516373,0.514318,0.540948,0.568246,0.567544,0.097018,0.094706,0.097254,0.088303,0.096480,0.107476,0.23297,0.23345,0.23368,0.22860,0.23386,0.23843,0.14601,0.147151,0.147581,0.142581,0.147481,0.15281,0.071067,0.076409,0.076695,0.073408,0.076473,0.080280
-512.00,5.2836,5.2794,5.2809,5.2699,5.2808,5.2910,0.180614, 1.4997e-01, 1.4929e-01,0.270921,0.300119,0.297977,0.541842,0.516479,0.514475,0.541842,0.570787,0.570236,0.096043,0.093700,0.096265,0.087252,0.095512,0.106710,0.23114,0.23161,0.23184,0.22658,0.23200,0.23649,0.14572,0.146886,0.147324,0.142308,0.147146,0.15247,0.070941,0.076155,0.076445,0.072975,0.076089,0.079990
-511.75,5.2976,5.2938,5.2953,5.2842,5.2947,5.3057,0.180908, 1.5047e-01, 1.4971e-01,0.271362,0.300704,0.298447,0.542725,0.516581,0.514628,0.542725,0.573199,0.572795,0.095080,0.092706,0.095288,0.086294,0.094536,0.105604,0.22934,0.22979,0.23002,0.22480,0.23016,0.23482,0.14544,0.146625,0.147071,0.141976,0.146980,0.15215,0.070817,0.075890,0.076186,0.072709,0.075843,0.079831
-511.50,5.3114,5.3082,5.3097,5.2990,5.3093,5.3203,0.181199, 1.5099e-01, 1.5015e-01,0.271798,0.301275,0.298903,0.543597,0.516682,0.514781,0.543597,0.575471,0.575211,0.094128,0.091724,0.094323,0.085336,0.093655,0.104507,0.22756,0.22800,0.22822,0.22310,0.22843,0.23299,0.14515,0.146369,0.146822,0.141692,0.147000,0.15201,0.070694,0.075616,0.075917,0.072351,0.075624,0.079499
-511.25,5.3250,5.3223,5.3240,5.3130,5.3240,5.3346,0.181486, 1.5154e-01, 1.5062e-01,0.272229,0.301832,0.299346,0.544457,0.516785,0.514934,0.544457,0.577594,0.577472,0.093189,0.090754,0.093370,0.084464,0.092643,0.103567,0.22581,0.22622,0.22644,0.22120,0.22672,0.23138,0.14487,0.146116,0.146576,0.141534,0.146769,0.15178,0.070573,0.075333,0.075641,0.072061,0.075371,0.079205
-511.00,5.3385,5.3361,5.3378,5.3264,5.3377,5.3482,0.181769, 1.5212e-01, 1.5112e-01,0.272653,0.302375,0.299776,0.545307,0.516891,0.515090,0.545307,0.579559,0.579569,0.092262,0.089796,0.092428,0.083559,0.091688,0.102621,0.22407,0.22447,0.22468,0.21949,0.22485,0.22974,0.14460,0.145867,0.146333,0.141137,0.146541,0.15160,0.070453,0.075042,0.075358,0.071841,0.075152,0.078925
-510.75,5.3519,5.3495,5.3513,5.3395,5.3509,5.3615,0.182048, 1.5273e-01, 1.5165e-01,0.273072,0.302902,0.300191,0.546144,0.517001,0.515252,0.546144,0.581360,0.581495,0.091347,0.088850,0.091499,0.082657,0.090663,0.101620,0.22236,0.22274,0.22295,0.21779,0.22316,0.22799,0.14432,0.145622,0.146094,0.141025,0.146265,0.15136,0.070335,0.074746,0.075068,0.071540,0.074860,0.078700
-510.50,5.3651,5.3624,5.3644,5.3530,5.3641,5.3744,0.182324, 1.5337e-01, 1.5220e-01,0.273486,0.303413,0.300588,0.546971,0.517118,0.515420,0.546971,0.582991,0.583247,0.090444,0.087917,0.090581,0.081754,0.089690,0.100598,0.22067,0.22104,0.22124,0.21604,0.22128,0.22628,0.14405,0.145379,0.145857,0.140697,0.145919,0.15119,0.070219,0.074443,0.074773,0.071323,0.074499,0.078414
-510.25,5.3781,5.3750,5.3771,5.3661,5.3768,5.3877,0.182595, 1.5403e-01, 1.5279e-01,0.273893,0.303908,0.300968,0.547786,0.517242,0.515596,0.547786,0.584447,0.584819,0.089553,0.086996,0.089676,0.080694,0.088753,0.099569,0.21900,0.21936,0.21955,0.21437,0.21955,0.22458,0.14379,0.145140,0.145623,0.140468,0.145682,0.15098,0.070104,0.074136,0.074473,0.071058,0.074177,0.078151
-510.00,5.3909,5.3874,5.3894,5.3782,5.3893,5.3995,0.182863, 1.5473e-01, 1.5341e-01,0.274295,0.304386,0.301329,0.548590,0.517373,0.515777,0.548590,0.585725,0.586211,0.088674,0.086088,0.088783,0.079691,0.087853,0.098658,0.21736,0.21770,0.21788,0.21274,0.21789,0.22295,0.14353,0.144904,0.145391,0.140182,0.145431,0.15071,0.069990,0.073826,0.074169,0.070710,0.073885,0.077707
-509.75,5.4036,5.3996,5.4016,5.3903,5.4015,5.4112,0.183127, 1.5546e-01, 1.5406e-01,0.274691,0.304848,0.301676,0.549382,0.517513,0.515962,0.549382,0.586823,0.587428,0.087808,0.085192,0.087902,0.078778,0.086947,0.097822,0.21574,0.21606,0.21623,0.21113,0.21624,0.22145,0.14327,0.144670,0.145161,0.139920,0.145251,0.15052,0.069878,0.073513,0.073862,0.070430,0.073567,0.077327
-509.50,5.4162,5.4119,5.4140,5.4032,5.4136,5.4239,0.183388, 1.5622e-01, 1.5474e-01,0.275081,0.305293,0.302008,0.550163,0.517660,0.516153,0.550163,0.587739,0.588466,0.086954,0.084308,0.087034,0.077795,0.086048,0.096981,0.21414,0.21445,0.21461,0.20948,0.21468,0.21970,0.14301,0.144439,0.144932,0.139734,0.145063,0.15024,0.069768,0.073198,0.073554,0.070085,0.073295,0.077080
-509.25,5.4285,5.4242,5.4263,5.4157,5.4258,5.4362,0.183644, 1.5701e-01, 1.5546e-01,0.275466,0.305721,0.302327,0.550932,0.517816,0.516353,0.550932,0.588473,0.589322,0.086113,0.083437,0.086179,0.076809,0.085252,0.096153,0.21257,0.21286,0.21301,0.20792,0.21316,0.21808,0.14276,0.144211,0.144706,0.139347,0.144751,0.15002,0.069660,0.072883,0.073246,0.069774,0.073077,0.076606
-509.00,5.4407,5.4364,5.4384,5.4274,5.4374,5.4482,0.183896, 1.5783e-01, 1.5621e-01,0.275845,0.306132,0.302633,0.551689,0.517980,0.516561,0.551689,0.589024,0.589991,0.085284,0.082579,0.085336,0.075814,0.084287,0.095234,0.21102,0.21130,0.21144,0.20653,0.21164,0.21654,0.14252,0.143984,0.144481,0.139114,0.144572,0.14987,0.069553,0.072568,0.072937,0.069471,0.072780,0.076353
-508.75,5.4527,5.4482,5.4503,5.4394,5.4487,5.4602,0.184145, 1.5869e-01, 1.5700e-01,0.276217,0.306527,0.302927,0.552435,0.518153,0.516775,0.552435,0.589394,0.590482,0.084468,0.081734,0.084506,0.074894,0.083365,0.094229,0.20949,0.20976,0.20988,0.20496,0.21004,0.21495,0.14227,0.143760,0.144257,0.138912,0.144294,0.14970,0.069448,0.072255,0.072629,0.069182,0.072445,0.076098
-508.50,5.4646,5.4599,5.4619,5.4518,5.4614,5.4718,0.184390, 1.5959e-01, 1.5783e-01,0.276584,0.306905,0.303208,0.553169,0.518335,0.516997,0.553169,0.589583,0.590795,0.083665,0.080902,0.083688,0.074202,0.082547,0.093478,0.20799,0.20824,0.20835,0.20343,0.20849,0.21346,0.14203,0.143537,0.144035,0.138587,0.143973,0.14955,0.069344,0.071943,0.072323,0.068897,0.072107,0.075900
-508.25,5.4762,5.4714,5.4733,5.4631,5.4726,5.4832,0.184630, 1.6051e-01, 1.5869e-01,0.276945,0.307265,0.303476,0.553891,0.518526,0.517225,0.553891,0.589595,0.590933,0.082874,0.080082,0.082884,0.073153,0.081778,0.092614,0.20651,0.20675,0.20685,0.20203,0.20691,0.21191,0.14180,0.143317,0.143814,0.138403,0.143620,0.14935,0.069242,0.071634,0.072020,0.068478,0.071814,0.075669
-508.00,5.4877,5.4828,5.4847,5.4742,5.4843,5.4946,0.184867, 1.6148e-01, 1.5959e-01,0.277301,0.307609,0.303731,0.554601,0.518725,0.517459,0.554601,0.589432,0.590897,0.082096,0.079276,0.082093,0.072206,0.081107,0.091730,0.20505,0.20528,0.20537,0.20041,0.20541,0.21033,0.14157,0.143098,0.143595,0.138299,0.143274,0.14902,0.069141,0.071329,0.071720,0.068154,0.071483,0.075473
-507.75,5.4990,5.4942,5.4959,5.4858,5.4952,5.5057,0.185100, 1.6248e-01, 1.6052e-01,0.277650,0.307937,0.303973,0.555300,0.518933,0.517698,0.555300,0.589099,0.590691,0.081331,0.078483,0.081314,0.071563,0.080432,0.090851,0.20362,0.20384,0.20392,0.19904,0.20395,0.20880,0.14134,0.142882,0.143377,0.138095,0.143104,0.14870,0.069043,0.071029,0.071424,0.067918,0.071265,0.075176
-507.50,5.5101,5.5054,5.5071,5.4976,5.5064,5.5169,0.185329, 1.6351e-01, 1.6149e-01,0.277993,0.308247,0.304202,0.555986,0.519149,0.517944,0.555986,0.588600,0.590323,0.080579,0.077703,0.080549,0.070645,0.079655,0.090048,0.20221,0.20242,0.20249,0.19792,0.20258,0.20748,0.14111,0.142666,0.143161,0.137966,0.142957,0.14854,0.068946,0.070734,0.071132,0.067604,0.070966,0.075004
