times,subtide,subtide_parm,subtide_postmean,subtide25,subtide50,subtide75,D1_phase,D1_phase_parm,D1_phase_postmean,D2_phase,D2_phase_parm,D2_phase_postmean,D3_phase,D3_phase_parm,D3_phase_postmean,D4_phase,D4_phase_parm,D4_phase_postmean,D1_amp,D1_amp_parm,D1_amp_postmean,D1_amp_25,D1_amp_50,D1_amp_75,D2_amp,D2_amp_parm,D2_amp_postmean,D2_amp_25,D2_amp_50,D2_amp_75,D3_amp,D3_amp_parm,D3_amp_postmean,D3_amp_25,D3_amp_50,D3_amp_75,D4_amp,D4_amp_parm,D4_amp_postmean,D4_amp_25,D4_amp_50,D4_amp_75
-957.50,3.3677,3.3593,3.3534,3.3236,3.3552,3.3813,0.134281, 1.5547e-01, 1.2870e-01,0.201421,0.245376,0.242269,0.402843,0.486863,0.497525,0.402843,0.419374,0.442168,0.243022,0.225478,0.221772,0.193753,0.223510,0.251122,0.50614,0.49623,0.49684,0.47091,0.49644,0.52216,0.18953,0.194543,0.199134,0.170725,0.198739,0.22704,0.089906,0.095685,0.098436,0.083682,0.097951,0.113919
-957.25,3.3670,3.3591,3.3537,3.3246,3.3544,3.3808,0.134260, 1.5509e-01, 1.2887e-01,0.201390,0.244503,0.241590,0.402781,0.485412,0.495632,0.402781,0.419072,0.441347,0.243085,0.225656,0.221966,0.194536,0.224220,0.250757,0.50626,0.49643,0.49697,0.47178,0.49673,0.52149,0.18955,0.194411,0.198804,0.170973,0.198268,0.22635,0.089914,0.095387,0.098030,0.083285,0.097879,0.113314
-957.00,3.3663,3.3590,3.3539,3.3259,3.3554,3.3800,0.134240, 1.5470e-01, 1.2904e-01,0.201360,0.243634,0.240911,0.402720,0.483962,0.493744,0.402720,0.418747,0.440496,0.243147,0.225833,0.222162,0.195247,0.224605,0.250602,0.50637,0.49662,0.49710,0.47242,0.49731,0.52113,0.18957,0.194279,0.198482,0.171361,0.197257,0.22537,0.089922,0.095092,0.097633,0.083098,0.097829,0.112534
-956.75,3.3656,3.3588,3.3541,3.3281,3.3558,3.3786,0.134220, 1.5431e-01, 1.2920e-01,0.201330,0.242770,0.240233,0.402660,0.482514,0.491861,0.402660,0.418398,0.439616,0.243208,0.226012,0.222360,0.195576,0.224647,0.250375,0.50649,0.49681,0.49723,0.47288,0.49733,0.52090,0.18959,0.194147,0.198170,0.171763,0.196901,0.22473,0.089930,0.094801,0.097245,0.083236,0.097698,0.112105
-956.50,3.3649,3.3587,3.3544,3.3304,3.3567,3.3784,0.134200, 1.5393e-01, 1.2936e-01,0.201300,0.241909,0.239557,0.402600,0.481068,0.489982,0.402600,0.418026,0.438706,0.243268,0.226191,0.222559,0.196089,0.224653,0.250141,0.50660,0.49700,0.49736,0.47370,0.49781,0.52073,0.18961,0.194015,0.197866,0.172058,0.196690,0.22402,0.089938,0.094513,0.096866,0.083521,0.097365,0.111478
-956.25,3.3642,3.3585,3.3545,3.3324,3.3563,3.3778,0.134181, 1.5354e-01, 1.2951e-01,0.201271,0.241052,0.238883,0.402542,0.479623,0.488112,0.402542,0.417631,0.437767,0.243327,0.226370,0.222759,0.196655,0.224678,0.249869,0.50671,0.49719,0.49749,0.47451,0.49796,0.52036,0.18962,0.193884,0.197571,0.172569,0.196515,0.22296,0.089945,0.094230,0.096497,0.083807,0.097078,0.110923
-956.00,3.3635,3.3582,3.3546,3.3330,3.3565,3.3773,0.134162, 1.5316e-01, 1.2965e-01,0.201243,0.240200,0.238210,0.402485,0.478181,0.486250,0.402485,0.417212,0.436791,0.243385,0.226550,0.222961,0.197719,0.224698,0.249599,0.50682,0.49738,0.49762,0.47507,0.49795,0.52000,0.18964,0.193753,0.197283,0.172655,0.196128,0.22207,0.089953,0.093951,0.096137,0.083865,0.096807,0.109745
-955.75,3.3629,3.3580,3.3548,3.3339,3.3558,3.3772,0.134143, 1.5277e-01, 1.2979e-01,0.201214,0.239352,0.237540,0.402429,0.476742,0.484397,0.402429,0.416770,0.435780,0.243442,0.226730,0.223165,0.198342,0.224523,0.249373,0.50692,0.49756,0.49776,0.47525,0.49765,0.51990,0.18966,0.193623,0.197003,0.173038,0.196084,0.22091,0.089960,0.093675,0.095786,0.083770,0.096229,0.108746
-955.50,3.3622,3.3579,3.3550,3.3342,3.3561,3.3773,0.134125, 1.5239e-01, 1.2992e-01,0.201187,0.238508,0.236870,0.402374,0.475304,0.482554,0.402374,0.416306,0.434738,0.243498,0.226911,0.223369,0.198810,0.224724,0.249782,0.50703,0.49774,0.49789,0.47644,0.49743,0.51902,0.18968,0.193493,0.196730,0.173791,0.196299,0.21975,0.089968,0.093404,0.095444,0.083659,0.095683,0.107946
-955.25,3.3616,3.3579,3.3554,3.3349,3.3562,3.3767,0.134106, 1.5200e-01, 1.3004e-01,0.201160,0.237669,0.236202,0.402319,0.473869,0.480723,0.402319,0.415820,0.433666,0.243554,0.227092,0.223575,0.199336,0.225081,0.249056,0.50713,0.49792,0.49802,0.47719,0.49756,0.51854,0.18969,0.193364,0.196464,0.174342,0.196266,0.21823,0.089975,0.093137,0.095110,0.083842,0.095426,0.106784
-955.00,3.3610,3.3580,3.3558,3.3354,3.3570,3.3756,0.134089, 1.5162e-01, 1.3016e-01,0.201133,0.236835,0.235536,0.402266,0.472437,0.478902,0.402266,0.415312,0.432569,0.243608,0.227274,0.223782,0.199788,0.225585,0.248640,0.50723,0.49810,0.49816,0.47801,0.49753,0.51837,0.18971,0.193235,0.196205,0.174642,0.196542,0.21694,0.089982,0.092875,0.094785,0.083943,0.095480,0.106077
-954.75,3.3603,3.3580,3.3561,3.3366,3.3572,3.3756,0.134071, 1.5123e-01, 1.3026e-01,0.201107,0.236005,0.234870,0.402213,0.471007,0.477093,0.402213,0.414783,0.431446,0.243661,0.227455,0.223990,0.200344,0.226013,0.249259,0.50733,0.49828,0.49829,0.47916,0.49763,0.51817,0.18972,0.193107,0.195951,0.175041,0.196678,0.21629,0.089989,0.092617,0.094467,0.083966,0.095041,0.105283
-954.50,3.3597,3.3578,3.3562,3.3375,3.3576,3.3756,0.134054, 1.5085e-01, 1.3036e-01,0.201081,0.235180,0.234206,0.402162,0.469580,0.475297,0.402162,0.414232,0.430298,0.243713,0.227637,0.224199,0.200683,0.225854,0.249324,0.50743,0.49846,0.49842,0.47994,0.49825,0.51779,0.18974,0.192979,0.195705,0.175388,0.196460,0.21533,0.089995,0.092363,0.094157,0.083984,0.094687,0.104522
-954.25,3.3591,3.3575,3.3563,3.3377,3.3574,3.3756,0.134037, 1.5047e-01, 1.3045e-01,0.201056,0.234359,0.233543,0.402111,0.468155,0.473515,0.402111,0.413661,0.429124,0.243765,0.227819,0.224409,0.201226,0.225503,0.248764,0.50753,0.49863,0.49856,0.48072,0.49840,0.51736,0.18975,0.192852,0.195466,0.175077,0.196217,0.21456,0.090002,0.092114,0.093854,0.083959,0.094351,0.103904
-954.00,3.3586,3.3573,3.3564,3.3377,3.3574,3.3750,0.134021, 1.5009e-01, 1.3053e-01,0.201031,0.233543,0.232881,0.402062,0.466734,0.471745,0.402062,0.413069,0.427931,0.243815,0.228001,0.224620,0.201826,0.226018,0.248396,0.50762,0.49880,0.49869,0.48137,0.49896,0.51681,0.18977,0.192725,0.195233,0.175335,0.195675,0.21406,0.090008,0.091869,0.093560,0.083921,0.093910,0.103307
-953.75,3.3580,3.3570,3.3564,3.3379,3.3571,3.3739,0.134004, 1.4970e-01, 1.3060e-01,0.201007,0.232732,0.232222,0.402013,0.465317,0.469992,0.402013,0.412456,0.426718,0.243864,0.228183,0.224832,0.202344,0.226545,0.248194,0.50771,0.49897,0.49883,0.48211,0.49933,0.51632,0.18978,0.192599,0.195007,0.175905,0.195403,0.21339,0.090015,0.091628,0.093272,0.083774,0.093428,0.102363
-953.50,3.3574,3.3566,3.3563,3.3384,3.3568,3.3748,0.133988, 1.4932e-01, 1.3067e-01,0.200983,0.231926,0.231565,0.401965,0.463903,0.468254,0.401965,0.411822,0.425479,0.243913,0.228366,0.225045,0.202829,0.226439,0.248143,0.50780,0.49914,0.49896,0.48265,0.49916,0.51571,0.18980,0.192474,0.194786,0.176623,0.195118,0.21292,0.090021,0.091392,0.092993,0.083632,0.093162,0.102223
-953.25,3.3569,3.3564,3.3563,3.3386,3.3561,3.3741,0.133973, 1.4895e-01, 1.3072e-01,0.200959,0.231125,0.230911,0.401919,0.462493,0.466535,0.401919,0.411167,0.424218,0.243960,0.228548,0.225258,0.203402,0.226460,0.248115,0.50789,0.49930,0.49910,0.48347,0.49905,0.51544,0.18981,0.192350,0.194572,0.177082,0.194514,0.21224,0.090027,0.091161,0.092720,0.083694,0.092880,0.101710
-953.00,3.3564,3.3562,3.3564,3.3393,3.3560,3.3742,0.133958, 1.4857e-01, 1.3077e-01,0.200936,0.230329,0.230257,0.401873,0.461088,0.464833,0.401873,0.410491,0.422937,0.244007,0.228730,0.225473,0.203672,0.226663,0.247898,0.50798,0.49947,0.49923,0.48395,0.49903,0.51521,0.18983,0.192226,0.194363,0.177073,0.194251,0.21141,0.090033,0.090934,0.092454,0.083533,0.092763,0.101313
-952.75,3.3558,3.3562,3.3566,3.3390,3.3557,3.3742,0.133943, 1.4819e-01, 1.3081e-01,0.200914,0.229537,0.229605,0.401828,0.459688,0.463150,0.401828,0.409794,0.421637,0.244052,0.228912,0.225688,0.204242,0.226603,0.247887,0.50807,0.49963,0.49937,0.48444,0.49910,0.51481,0.18984,0.192103,0.194160,0.177274,0.194007,0.21073,0.090039,0.090713,0.092195,0.083428,0.092509,0.100847
-952.50,3.3553,3.3563,3.3569,3.3403,3.3564,3.3744,0.133928, 1.4781e-01, 1.3084e-01,0.200892,0.228751,0.228954,0.401784,0.458292,0.461484,0.401784,0.409076,0.420317,0.244097,0.229094,0.225904,0.204652,0.226756,0.247689,0.50815,0.49979,0.49950,0.48485,0.49936,0.51434,0.18985,0.191981,0.193962,0.177502,0.193896,0.20985,0.090045,0.090496,0.091942,0.083381,0.092426,0.100331
-952.25,3.3548,3.3564,3.3572,3.3408,3.3569,3.3749,0.133914, 1.4744e-01, 1.3087e-01,0.200871,0.227970,0.228304,0.401741,0.456900,0.459835,0.401741,0.408337,0.418982,0.244140,0.229276,0.226121,0.205408,0.227128,0.247682,0.50823,0.49995,0.49964,0.48541,0.49935,0.51427,0.18987,0.191859,0.193769,0.177685,0.193553,0.20909,0.090050,0.090284,0.091697,0.083198,0.091830,0.099857
-952.00,3.3543,3.3565,3.3575,3.3418,3.3569,3.3749,0.133900, 1.4706e-01, 1.3089e-01,0.200850,0.227195,0.227655,0.401699,0.455514,0.458202,0.401699,0.407579,0.417633,0.244183,0.229458,0.226339,0.206116,0.227314,0.247746,0.50831,0.50010,0.49978,0.48569,0.49945,0.51392,0.18988,0.191738,0.193580,0.177915,0.193328,0.20852,0.090056,0.090078,0.091458,0.083097,0.091655,0.099288
-951.75,3.3538,3.3564,3.3576,3.3427,3.3565,3.3743,0.133886, 1.4669e-01, 1.3090e-01,0.200829,0.226425,0.227007,0.401658,0.454131,0.456586,0.401658,0.406802,0.416268,0.244225,0.229640,0.226557,0.206488,0.227508,0.247425,0.50839,0.50026,0.49991,0.48652,0.50003,0.51372,0.18989,0.191617,0.193396,0.178215,0.193089,0.20825,0.090061,0.089877,0.091225,0.083187,0.091259,0.099031
-951.50,3.3534,3.3562,3.3576,3.3425,3.3572,3.3735,0.133873, 1.4632e-01, 1.3091e-01,0.200809,0.225660,0.226361,0.401618,0.452753,0.454983,0.401618,0.406007,0.414889,0.244265,0.229821,0.226776,0.206766,0.228048,0.247392,0.50846,0.50041,0.50005,0.48686,0.49994,0.51345,0.18990,0.191497,0.193215,0.178769,0.192969,0.20763,0.090066,0.089681,0.091000,0.083103,0.090882,0.098517
-951.25,3.3529,3.3557,3.3574,3.3431,3.3565,3.3730,0.133860, 1.4595e-01, 1.3091e-01,0.200790,0.224902,0.225716,0.401579,0.451380,0.453391,0.401579,0.405197,0.413506,0.244305,0.230002,0.226995,0.207145,0.228434,0.247273,0.50854,0.50056,0.50019,0.48735,0.49993,0.51292,0.18992,0.191377,0.193038,0.179251,0.193004,0.20717,0.090072,0.089491,0.090781,0.082841,0.090416,0.098088
-951.00,3.3525,3.3552,3.3571,3.3422,3.3571,3.3732,0.133847, 1.4558e-01, 1.3090e-01,0.200771,0.224149,0.225073,0.401541,0.450010,0.451813,0.401541,0.404374,0.412124,0.244344,0.230183,0.227214,0.207650,0.228570,0.247056,0.50861,0.50071,0.50032,0.48779,0.50000,0.51262,0.18993,0.191259,0.192864,0.179719,0.192672,0.20676,0.090077,0.089307,0.090568,0.082994,0.090119,0.097563
-950.75,3.3520,3.3548,3.3568,3.3417,3.3570,3.3730,0.133835, 1.4521e-01, 1.3089e-01,0.200752,0.223402,0.224432,0.401504,0.448645,0.450246,0.401504,0.403540,0.410742,0.244381,0.230363,0.227434,0.208175,0.228781,0.247021,0.50868,0.50086,0.50046,0.48788,0.49998,0.51254,0.18994,0.191141,0.192694,0.179687,0.192259,0.20637,0.090081,0.089129,0.090362,0.083067,0.089874,0.097109
-950.50,3.3516,3.3543,3.3565,3.3413,3.3571,3.3721,0.133823, 1.4484e-01, 1.3087e-01,0.200734,0.222660,0.223794,0.401468,0.447284,0.448693,0.401468,0.402697,0.409362,0.244418,0.230543,0.227654,0.208434,0.228884,0.246979,0.50875,0.50100,0.50059,0.48832,0.50003,0.51244,0.18995,0.191024,0.192528,0.179890,0.192112,0.20581,0.090086,0.088956,0.090163,0.083220,0.089786,0.096874
-950.25,3.3512,3.3541,3.3565,3.3414,3.3573,3.3724,0.133811, 1.4448e-01, 1.3085e-01,0.200716,0.221925,0.223158,0.401432,0.445926,0.447150,0.401432,0.401849,0.407986,0.244454,0.230723,0.227874,0.208884,0.228880,0.247091,0.50882,0.50115,0.50073,0.48878,0.50019,0.51215,0.18996,0.190908,0.192365,0.179920,0.192049,0.20560,0.090091,0.088790,0.089969,0.083034,0.089509,0.096820
-950.00,3.3508,3.3541,3.3566,3.3419,3.3567,3.3720,0.133799, 1.4411e-01, 1.3082e-01,0.200699,0.221195,0.222524,0.401398,0.444574,0.445619,0.401398,0.400998,0.406612,0.244489,0.230902,0.228094,0.209371,0.229065,0.247211,0.50888,0.50129,0.50086,0.48970,0.50044,0.51189,0.18997,0.190793,0.192206,0.180259,0.192004,0.20505,0.090095,0.088628,0.089780,0.082803,0.089154,0.096417
-949.75,3.3504,3.3542,3.3568,3.3422,3.3566,3.3719,0.133788, 1.4375e-01, 1.3079e-01,0.200682,0.220471,0.221891,0.401365,0.443226,0.444099,0.401365,0.400145,0.405242,0.244523,0.231081,0.228314,0.210043,0.229339,0.246896,0.50895,0.50142,0.50099,0.49027,0.50054,0.51163,0.18998,0.190679,0.192050,0.180365,0.191842,0.20442,0.090100,0.088473,0.089598,0.082663,0.089024,0.096082
-949.50,3.3500,3.3542,3.3568,3.3420,3.3561,3.3716,0.133777, 1.4339e-01, 1.3075e-01,0.200666,0.219753,0.221260,0.401332,0.441884,0.442593,0.401332,0.399293,0.403878,0.244555,0.231259,0.228534,0.210468,0.229558,0.246780,0.50901,0.50156,0.50113,0.49048,0.50056,0.51134,0.18999,0.190566,0.191899,0.180570,0.192025,0.20374,0.090104,0.088323,0.089422,0.082442,0.088930,0.095823
-949.25,3.3496,3.3540,3.3567,3.3427,3.3564,3.3712,0.133767, 1.4303e-01, 1.3070e-01,0.200650,0.219041,0.220631,0.401301,0.440548,0.441099,0.401301,0.398443,0.402525,0.244587,0.231436,0.228754,0.210876,0.230098,0.246983,0.50907,0.50170,0.50126,0.49103,0.50086,0.51133,0.19000,0.190455,0.191751,0.180680,0.192226,0.20355,0.090108,0.088178,0.089251,0.082303,0.088611,0.095507
-949.00,3.3493,3.3539,3.3566,3.3439,3.3564,3.3713,0.133757, 1.4267e-01, 1.3065e-01,0.200635,0.218335,0.220003,0.401270,0.439218,0.439616,0.401270,0.397597,0.401188,0.244618,0.231613,0.228974,0.211381,0.230323,0.247020,0.50912,0.50183,0.50139,0.49156,0.50092,0.51123,0.19001,0.190345,0.191606,0.180922,0.192006,0.20304,0.090112,0.088039,0.089085,0.082162,0.088600,0.095372
-948.75,3.3489,3.3538,3.3566,3.3438,3.3566,3.3710,0.133747, 1.4231e-01, 1.3060e-01,0.200620,0.217635,0.219374,0.401241,0.437895,0.438147,0.401241,0.396756,0.399864,0.244648,0.231790,0.229193,0.211701,0.230743,0.246536,0.50918,0.50196,0.50151,0.49224,0.50101,0.51084,0.19002,0.190236,0.191465,0.180901,0.191890,0.20258,0.090116,0.087905,0.088925,0.081965,0.088378,0.095236
-948.50,3.3486,3.3537,3.3565,3.3440,3.3569,3.3703,0.133737, 1.4196e-01, 1.3054e-01,0.200606,0.216941,0.218746,0.401212,0.436580,0.436691,0.401212,0.395921,0.398553,0.244677,0.231965,0.229412,0.212016,0.231177,0.246777,0.50923,0.50209,0.50164,0.49243,0.50112,0.51021,0.19003,0.190128,0.191327,0.180998,0.191700,0.20211,0.090120,0.087775,0.088770,0.081869,0.088234,0.094900
-948.25,3.3483,3.3537,3.3566,3.3441,3.3570,3.3700,0.133728, 1.4160e-01, 1.3048e-01,0.200592,0.216253,0.218118,0.401185,0.435272,0.435250,0.401185,0.395093,0.397259,0.244705,0.232140,0.229631,0.212139,0.231255,0.247007,0.50929,0.50222,0.50177,0.49273,0.50130,0.50995,0.19003,0.190022,0.191192,0.181105,0.191580,0.20131,0.090123,0.087651,0.088620,0.081804,0.088166,0.094564
-948.00,3.3480,3.3536,3.3565,3.3441,3.3565,3.3696,0.133719, 1.4125e-01, 1.3041e-01,0.200579,0.215571,0.217489,0.401158,0.433973,0.433826,0.401158,0.394272,0.395991,0.244732,0.232315,0.229849,0.212350,0.231437,0.246984,0.50934,0.50234,0.50189,0.49324,0.50148,0.50999,0.19004,0.189917,0.191061,0.181271,0.191608,0.20093,0.090127,0.087531,0.088475,0.081727,0.088197,0.094362
-947.75,3.3477,3.3533,3.3562,3.3443,3.3561,3.3697,0.133711, 1.4090e-01, 1.3034e-01,0.200566,0.214896,0.216861,0.401132,0.432682,0.432417,0.401132,0.393459,0.394747,0.244758,0.232488,0.230067,0.212697,0.231547,0.246880,0.50939,0.50246,0.50202,0.49379,0.50168,0.50988,0.19005,0.189814,0.190932,0.181494,0.191678,0.20058,0.090130,0.087416,0.088334,0.081451,0.088137,0.094114
-947.50,3.3474,3.3530,3.3559,3.3435,3.3551,3.3681,0.133702, 1.4055e-01, 1.3026e-01,0.200554,0.214227,0.216232,0.401107,0.431401,0.431026,0.401107,0.392654,0.393526,0.244783,0.232661,0.230284,0.213073,0.231768,0.246439,0.50943,0.50258,0.50214,0.49416,0.50174,0.50991,0.19006,0.189711,0.190806,0.181640,0.191725,0.20049,0.090133,0.087305,0.088198,0.081496,0.088187,0.093824
-947.25,3.3471,3.3526,3.3554,3.3428,3.3548,3.3673,0.133695, 1.4021e-01, 1.3018e-01,0.200542,0.213564,0.215603,0.401084,0.430130,0.429650,0.401084,0.391857,0.392322,0.244808,0.232833,0.230501,0.213116,0.231976,0.246221,0.50948,0.50270,0.50226,0.49435,0.50176,0.50992,0.19007,0.189610,0.190684,0.181789,0.191523,0.19985,0.090136,0.087198,0.088066,0.081367,0.088125,0.093549
-947.00,3.3468,3.3521,3.3549,3.3422,3.3547,3.3669,0.133687, 1.3986e-01, 1.3009e-01,0.200530,0.212909,0.214975,0.401061,0.428869,0.428285,0.401061,0.391067,0.391130,0.244831,0.233004,0.230718,0.213453,0.232276,0.246127,0.50952,0.50282,0.50238,0.49466,0.50172,0.51017,0.19007,0.189510,0.190563,0.181764,0.191316,0.19955,0.090139,0.087095,0.087938,0.081316,0.087769,0.093269
-946.75,3.3466,3.3516,3.3545,3.3424,3.3540,3.3665,0.133680, 1.3952e-01, 1.3001e-01,0.200519,0.212260,0.214348,0.401039,0.427618,0.426930,0.401039,0.390283,0.389951,0.244853,0.233174,0.230934,0.213933,0.232640,0.246484,0.50956,0.50294,0.50250,0.49486,0.50179,0.51032,0.19008,0.189411,0.190445,0.181583,0.190990,0.19963,0.090142,0.086996,0.087815,0.081375,0.087686,0.092991
-946.50,3.3463,3.3512,3.3540,3.3417,3.3532,3.3654,0.133673, 1.3918e-01, 1.2992e-01,0.200509,0.211618,0.213722,0.401018,0.426379,0.425586,0.401018,0.389503,0.388781,0.244874,0.233344,0.231149,0.214518,0.233003,0.246314,0.50960,0.50305,0.50262,0.49500,0.50202,0.51011,0.19009,0.189313,0.190329,0.181697,0.190592,0.19966,0.090145,0.086900,0.087695,0.081387,0.087394,0.092659
-946.25,3.3461,3.3509,3.3538,3.3415,3.3529,3.3658,0.133666, 1.3884e-01, 1.2984e-01,0.200499,0.210984,0.213097,0.400998,0.425150,0.424254,0.400998,0.388726,0.387623,0.244894,0.233512,0.231363,0.214702,0.233271,0.246564,0.50964,0.50316,0.50274,0.49529,0.50221,0.51025,0.19009,0.189216,0.190215,0.181752,0.190426,0.19918,0.090148,0.086808,0.087580,0.081447,0.087249,0.092493
-946.00,3.3459,3.3508,3.3537,3.3415,3.3529,3.3665,0.133660, 1.3851e-01, 1.2975e-01,0.200490,0.210357,0.212476,0.400979,0.423932,0.422936,0.400979,0.387949,0.386474,0.244914,0.233680,0.231576,0.214938,0.233151,0.246495,0.50968,0.50327,0.50285,0.49545,0.50242,0.51001,0.19010,0.189120,0.190102,0.181917,0.190027,0.19893,0.090150,0.086720,0.087468,0.081476,0.087261,0.092618
-945.75,3.3457,3.3509,3.3538,3.3414,3.3529,3.3673,0.133654, 1.3817e-01, 1.2966e-01,0.200480,0.209737,0.211856,0.400961,0.422725,0.421633,0.400961,0.387171,0.385330,0.244932,0.233846,0.231789,0.215286,0.233425,0.246505,0.50971,0.50338,0.50297,0.49554,0.50254,0.51045,0.19010,0.189024,0.189991,0.181814,0.189758,0.19872,0.090153,0.086635,0.087360,0.081330,0.087114,0.092612
-945.50,3.3455,3.3510,3.3539,3.3418,3.3530,3.3674,0.133648, 1.3784e-01, 1.2957e-01,0.200472,0.209125,0.211240,0.400944,0.421528,0.420344,0.400944,0.386390,0.384193,0.244949,0.234012,0.232001,0.215816,0.233251,0.246588,0.50974,0.50349,0.50308,0.49584,0.50283,0.51037,0.19011,0.188930,0.189880,0.181872,0.189675,0.19836,0.090155,0.086553,0.087256,0.081247,0.086953,0.092560
